Palavra, N
mutteringly,1
whispered,33
aggravatingly,1
begged,43
harm,35
prescribe,26
visitors,2
diverted,17
challenge,29
urging,24
moments,43
effected,21
behaved,27
intimidating,5
voluntary,17
compliance,107
tacit,7
disagreeableness,3
swore,21
unchecked,2
reconciled,58
renounce,47
obnoxious,10
murderer,4
bursting,11
plump,10
fed,4
speech,80
reptile,9
trampled,4
voice,117
terrible,28
indulgence,45
refuse,91
obeyed,26
sentiment,12
rougher,2
added,78
independent,37
aside,53
astonished,21
comparisons,11
wooing,1
heiress,7
sixth,4
harshness,4
superadded,5
surprised,103
recollect,30
gainsaying,1
congratulate,26
occasioned,36
chamber,91
deplored,3
plain,149
wore,10
attending,36
cheerfulness,11
assume,34
pregnant,4
intimations,5
equally,87
intelligible,5
sullens,9
certain,103
deserves,51
forbear,88
meekness,29
whisperingly,12
looking,146
lip,27
imperious,9
deserve,161
sat,135
expatiated,4
brotherly,5
sisterly,4
lightly,24
politically,2
obedience,57
dote,2
forfeiture,10
presented,23
appealing,7
glance,6
disgust,15
affrightment,2
sirr,1
wretch,343
humble,147
honoured,91
drive,36
furious,7
rate,42
settlements,99
cry,52
deplore,12
immensely,4
unreservedly,5
faultless,16
discreet,13
resolve,90
disoblige,19
tremble,32
industriously,6
speaking,50
intended,214
compelling,3
reserving,4
audience,25
ear,43
difficult,80
negative,24
inclination,71
shock,31
endure,22
understanding,40
illiterate,5
belongs,14
land,8
jobbing,1
husbandry,3
stupid,52
cruelly,23
assert,20
endeavoured,58
intent,29
likewise,100
lesson,25
morrow,152
determination,26
acceptable,31
sunday,120
signification,8
proxy,7
affectedly,7
coyness,2
imperfections,7
believes,35
avoiding,10
asks,24
mannish,3
succeed,45
february,3
espousing,1
warmth,55
loth,61
unjust,18
accept,108
chimerical,5
revert,3
originally,14
narrow,31
selfishness,7
reigns,5
relationship,13
remembered,33
forgot,20
refusal,39
wounds,11
month,69
gentlest,6
remote,18
commission,30
authoritative,2
tauntingly,2
stopt,56
flung,29
harden,16
visitings,2
week,119
twirl,3
finger,23
message,39
incitements,4
refractoriness,2
annexed,2
pert,30
conceited,17
wise,72
ways,93
bottom,45
lifted,52
witchcrafts,2
quickly,20
bless,121
distinguishing,14
evening,97
heavy,99
cheerful,45
aspect,45
cups,1
heavily,15
lids,3
weights,1
elbow,20
chair,136
clasped,27
waving,10
fingers,62
motion,82
ends,47
swelling,3
measured,1
foot,87
restrained,9
bending,2
coldly,4
cast,94
stiffness,4
choose,156
intimidate,15
unpersuadable,7
sentence,48
expressive,2
canister,1
footman,19
attended,119
pour,8
water,46
dish,16
stept,34
presently,37
failed,15
thrice,22
monosyllable,1
walked,31
feet,111
overawed,3
sternness,5
overflowed,4
supported,25
approaching,30
offended,55
strong,112
opposed,6
whimsies,2
don,346
contradicted,5
protestations,24
prated,3
obedient,20
expostulations,16
qualifyings,2
cheerfully,31
wept,52
beseech,120
knees,75
yours,138
floor,21
subtilty,2
aiming,21
repeating,33
endanger,7
unburden,1
positively,4
beside,7
reflecting,33
dispute,30
promoted,7
dependence,31
strict,38
examination,15
driving,9
extremities,9
reputation,122
round,120
interdicts,1
absolutely,163
conform,7
corresponding,26
menace,8
intercepted,6
purely,14
mortally,9
offend,23
meaning,72
lloyd,24
speaks,22
praiseful,2
clemency,1
headstrong,15
prince,20
deter,3
disaffected,1
running,42
rebellion,4
forfeiting,3
allowing,12
wisdom,49
chide,22
unkind,19
deprived,33
dupe,2
operating,6
arrogant,10
condescend,28
green,14
lane,16
runs,29
wood,22
poultry,18
yard,24
bantams,4
pheasants,4
pea,2
hens,1
favourites,4
hither,58
death,290
lower,16
boards,2
rotted,1
ell,1
mark,36
chalk,4
parcel,40
sticks,8
unsuspected,2
cover,38
deposits,2
passing,25
lame,6
leads,12
farm,10
houses,25
livery,12
thence,22
deposit,31
resorted,7
store,4
firing,1
constant,34
nearer,45
corner,30
separated,18
roosting,1
thither,60
advice,179
disgraceful,37
induce,71
incline,14
vein,21
preferable,29
personal,72
lines,110
acknowledgement,19
bearer,11
suspected,51
examined,4
carries,21
needless,15
watchfulness,13
artifice,25
contrivance,72
abhor,22
correspondences,3
expostulated,8
older,20
conclude,80
unavailing,4
assurance,65
astonishing,11
preposterous,4
match,31
advising,8
picture,32
ugly,22
likeness,9
train,26
overwhelming,1
torrent,1
service,117
contend,18
borrowed,14
prior,14
claim,51
stamp,4
image,8
prove,43
launched,5
indulge,26
strain,23
decent,26
promise,185
avarice,7
envied,11
continuing,14
excel,17
fuel,4
flames,7
insatiate,1
devouring,1
surmise,10
inducements,22
extracts,37
entertainment,10
island,10
obliging,73
tenderness,65
conjure,15
admits,9
trust,111
bias,11
sufficient,42
choice,139
conception,2
judgments,11
wedlock,25
arrogance,16
aspire,14
acquisitions,3
intolerable,9
conversed,8
merited,7
presumes,14
confer,14
mortify,15
keeps,27
constitutions,5
richer,2
main,31
consists,6
cultivating,6
valuable,26
fret,2
grumble,2
accumulate,1
wondering,10
ails,6
riches,15
heaping,1
greedy,4
accumulator,1
gathers,1
garner,1
prohibit,3
evidence,13
folly,71
concluded,43
mistake,30
natured,31
advise,91
assist,24
nuptial,13
preparations,23
yellow,2
buckled,1
peruke,5
broad,15
brimmed,1
beaver,3
oliver,6
standing,38
cut,60
dangling,3
bell,20
foil,4
rumour,1
absurdest,1
absurd,6
moreover,56
visiters,23
assign,4
ceremony,83
afternoon,98
disappointment,66
hundred,89
admirers,16
guess,69
confirm,53
wherever,31
confers,4
whomever,1
fills,7
comparative,8
nancy,48
sweet,216
obligingness,14
enjoyed,8
twenty,123
strongest,14
instance,117
improved,15
fitter,14
hundreds,21
quit,60
congenial,1
communicated,44
horrid,63
compulsory,3
magnifying,4
lenity,5
tyrannical,5
mothers,21
recommends,3
exception,20
expatiating,5
complaisance,24
owe,72
condemn,32
divulge,2
implicit,10
lends,1
preachments,5
starch,1
bachelor,11
careful,32
aim,34
carrying,38
preachment,10
hearted,60
amblings,1
smirking,2
smiling,24
praises,50
economy,12
exclamations,18
exaltings,1
lack,7
las,1
sinking,17
whispering,22
accent,38
across,8
bachelors,6
matrimony,55
reasonably,9
recommend,21
acceptance,30
gravity,14
primness,3
discipline,3
contemplation,10
sauciness,5
sigh,39
mightily,12
compassionate,16
remove,32
grave,66
lamb,9
sheep,4
aforehand,8
hannibal,4
attack,4
romans,2
territories,4
mighty,44
quaint,2
need,235
obliger,2
infer,9
secrets,20
excite,10
proceed,118
drawback,2
averment,3
recollection,36
subtle,6
stander,7
possessed,25
demon,2
generously,38
depend,99
fighting,5
impolitic,4
fight,10
calculated,26
meridian,6
effectually,23
penetrating,11
easiness,3
restrain,18
daily,21
prevailed,90
inducing,1
insisting,12
appears,47
master,143
intimacy,16
beget,5
distancing,1
parent,29
condescension,50
prevented,26
remains,32
drawn,117
perverse,71
custom,21
laudable,32
reconcile,35
inconveniency,2
manage,20
governs,6
entering,40
close,67
springs,9
philosophy,6
deepest,15
steadiest,2
deuce,6
sly,19
tinctured,1
coolest,1
jaundice,1
ears,65
fellow,424
glow,19
somewhat,23
throb,7
ashamed,102
roman,10
augur,4
caesar,17
beware,2
ides,5
march,61
adieu,94
speedily,15
wednesday,137
concluding,10
guard,35
critic,5
recollecting,22
guilty,167
inadvertence,3
throbs,11
repeat,125
passages,63
humourously,5
dictate,7
oddly,8
blamable,13
dispense,37
resent,45
permitted,192
triumphing,9
thirdly,3
equivalent,8
constrained,11
remarkable,5
genteel,35
behind,94
studiously,8
familiarity,17
dignity,69
unbecoming,6
quality,48
apt,81
oath,21
curse,147
fared,8
confirmation,19
indignation,71
imputation,15
gratitude,63
misfortune,48
displeased,67
dispatch,39
postponing,3
earnestness,57
hearty,9
friendly,36
premonitions,1
behalf,80
palliation,12
methinks,103
indifferent,66
pained,11
correction,14
amend,10
accuse,16
thursday,186
lion,16
lap,3
dog,65
glows,6
argument,44
game,17
play,87
cross,19
creatures,115
wrong,110
impatient,56
longer,109
suspense,42
stories,38
manhood,9
monkey,9
puerile,1
rogueries,6
indicative,1
ignorant,18
notoriously,2
sets,29
undertakes,9
industrious,13
persevering,5
mortal,57
sun,58
rests,2
delights,18
retires,2
confirming,6
flow,20
rapidly,2
readiest,2
quickest,1
docile,1
genius,29
pleasurable,3
submitted,10
pains,103
attaining,1
qualifications,17
attained,4
controuled,9
compare,13
julius,1
valued,37
contemporaries,2
pleasantry,10
persuades,2
exultation,12
supposing,59
vacant,5
nightly,5
undoubtedly,18
enterprising,14
suspects,11
serious,104
writings,12
redound,3
benefit,49
conscious,53
holds,11
treasonable,2
troubles,25
politics,2
interests,21
princes,12
epistolary,9
correspondencies,13
employments,14
domestic,18
sedentary,1
scribble,10
profit,14
rides,9
hunts,1
frequents,1
entertainments,7
complete,33
imagination,35
vices,14
sober,32
gaming,4
waster,1
gaiety,19
employ,23
associates,2
confirms,10
obligations,36
favourably,10
brave,48
diligent,11
enemies,47
careless,22
indications,4
abandoned,56
whenever,104
gather,16
rash,66
uttermost,1
penetrate,7
clue,3
mixture,15
humourous,16
insufferable,6
devil,222
composition,12
fortunes,72
alliances,7
whoever,16
complained,15
spies,4
pry,3
hard,175
smiled,14
shallow,6
souls,36
plotters,5
coin,3
theirs,59
drew,38
professions,28
affection,41
meritorious,15
reality,11
admire,57
impertinent,28
mad,40
glowed,4
espouse,5
earnestly,49
relate,16
supplement,3
th,78
january,4
memorandums,2
knowledge,114
stronger,52
slighted,14
higher,35
degree,64
founded,46
seasonable,16
frustrate,10
establish,17
introductory,3
thread,8
darling,17
upstart,4
entertained,12
extended,12
portioned,1
advantageously,1
matched,1
posterity,6
girls,71
fifteen,13
pounds,64
real,77
remainder,24
respective,7
peerage,4
stewards,5
incumbrances,1
drawbacks,1
familiar,42
uttered,4
imagined,61
speaker,3
brings,29
chickens,5
table,53
comparison,24
stagger,5
necks,4
wrung,12
whereas,16
tables,5
polite,37
stock,14
impaired,4
bargain,6
incumbrance,3
rapacious,4
temporary,38
foible,4
purport,6
until,20
lopped,1
branch,13
youngest,9
postponed,8
powers,16
unaccountably,8
obviate,16
bequeathed,23
moiety,9
contenting,4
desiring,33
addition,17
stipend,3
asleep,11
covert,4
removed,44
petulance,8
acquisition,6
additional,51
felicity,18
abovementioned,1
rise,85
leading,15
bitterly,8
inveighing,2
strengthening,4
invectives,10
paternal,27
proof,83
rents,6
maxim,15
rack,3
descendants,5
fat,7
sleek,5
incident,11
tenant,8
petitioning,2
forbearance,7
fruitlessly,1
withdrawn,21
pleaded,48
guineas,70
relief,25
shilling,11
ostentation,7
habit,26
questioning,7
foolish,95
retrieve,3
abate,10
pocket,35
plight,2
loving,20
bespeak,13
dine,27
lessening,1
yearly,2
lot,62
hinder,33
pursuing,23
uniformly,11
digression,3
immediate,42
splendid,14
qualify,10
extinct,3
lordship,72
failure,12
heirs,8
male,7
wealth,9
build,21
descent,9
peeress,1
britain,2
mortifying,15
stroke,8
dispositions,9
contribute,18
disapproving,2
unable,63
lately,91
assuming,15
augment,7
inducement,21
correct,7
syren,3
bend,10
contract,19
union,17
defiances,17
litigated,2
independency,6
dependent,7
presents,18
jewels,36
advantageous,9
abundant,8
raise,38
desirable,42
suitable,30
bright,14
captivate,2
sought,33
frighten,17
bent,23
orders,77
caressed,3
principals,16
obsequiously,3
cringed,1
menials,3
echoed,3
enforce,7
rob,20
stands,15
settle,27
die,156
abounds,6
despise,86
immense,4
niggard,4
injury,23
culpable,14
persuade,42
sharer,3
reversionary,5
conscience,142
disappoint,15
accession,4
possibility,20
discovered,47
grasping,14
falling,33
cases,58
unlikely,9
insisted,60
obtains,2
conveniency,7
vehemently,16
resist,20
got,229
insist,73
unbroken,6
nuptials,33
chuses,1
wealthy,2
weight,78
hatred,36
aggrandizement,2
singly,6
formidable,4
disagreeable,49
wears,6
overheard,13
exult,3
insolently,10
unhappiness,15
instrument,22
intrigues,4
plots,42
undermining,1
courtiers,1
clashing,2
oh,86
prerogative,16
positive,18
purchased,7
compliances,3
venerated,3
conformed,2
roves,2
respectable,7
obliges,10
expose,38
scheme,101
increase,31
lawyer,15
catholic,3
nunnery,1
thwart,1
brothers,21
aspiring,7
titled,2
reaching,10
slightest,4
seeds,4
vegetating,1
impetuous,9
weapon,10
blow,32
destroy,39
construction,18
confide,11
transcribing,5
treating,13
parental,13
fraternal,2
depositing,5
interruptions,3
within,191
thank,134
expedition,3
deposited,29
apply,44
mediation,49
officious,47
confederate,3
fresh,50
provocation,14
intelligence,61
signed,17
paper,85
asunder,9
heinous,5
proves,4
hang,24
sol,2
provoke,41
entangled,19
persisted,8
yield,39
causelessly,8
resolutions,53
immovable,10
interruption,10
hurry,61
fright,21
friday,103
succession,6
worthless,8
presumption,38
presumers,1
defects,22
striking,8
venture,43
standard,10
modesty,69
incurring,13
diffidence,12
dares,5
bold,67
explain,23
byron,1
herd,7
invade,13
wretches,69
despair,50
succeeding,18
odious,54
resisting,4
baits,4
exalted,60
sunk,57
minded,23
thirty,27
sacred,52
unsisterly,9
thoroughly,23
despises,28
meanness,22
rises,33
sleepless,4
grafted,2
tongue,24
mingle,17
wench,66
perfidy,10
confidants,2
injunctions,30
secrecy,13
harriot,11
implacable,62
rival,6
witchcraft,2
sacrificing,3
rudeness,5
hates,25
poisons,1
poniard,1
inflamed,7
actuated,5
ties,12
forgets,4
grating,6
disavow,5
strengthened,10
ascendant,1
slave,16
misrepresent,3
attached,23
captivating,2
maintain,10
subdue,29
gath,1
quarter,49
priding,4
gratify,29
susceptibilities,1
worship,14
silken,9
rein,7
curb,6
bridle,5
despicable,18
propriety,16
formerly,36
harp,1
string,18
overtopped,1
appetite,21
protected,17
tongues,6
grudging,3
practising,3
trials,53
extricate,10
sordid,34
despotic,2
blind,21
allows,10
landlords,1
conceit,21
fifty,35
dozen,47
honesty,12
joy,116
spot,21
destitute,39
aggravated,12
covetous,14
affectionately,4
conflict,9
abhors,4
recount,2
vast,19
space,22
include,16
purposing,1
retired,66
apartment,89
unluckily,1
sitting,28
asquat,1
shouldered,4
stalk,3
towards,116
abruptly,5
daunt,1
confident,40
staring,13
squatting,1
pressed,56
hoop,3
involuntarily,5
excessively,40
shews,19
big,17
stopped,36
trembling,57
courtesying,6
quitted,15
employment,23
breakfasting,8
officiously,10
shoulder,20
softly,13
blew,7
small,95
accidents,18
trouble,164
fetch,29
shutting,8
hemming,2
rising,51
splay,1
hateful,18
posture,8
save,127
bringing,40
courtesied,8
cried,94
fool,96
weather,26
walk,59
garden,119
shorey,22
dreaded,20
approached,26
palpitations,2
kiss,22
smile,38
beam,10
breaking,32
cloud,8
overshadowed,1
benign,5
flutters,10
jewel,11
sweetness,26
bitter,10
pill,1
gilding,2
neck,58
bosom,69
moving,39
tears,173
trickled,1
bedewed,2
flowed,5
lift,12
sobs,7
task,59
reluctantly,11
undertaken,21
overwhelmed,11
maternal,23
glowing,14
cheek,33
wet,16
hearken,5
forego,22
undergo,10
wilfully,17
costs,24
preserve,68
sacrifice,35
rejoice,58
perplexity,3
loosing,1
essaying,1
supplicating,9
prepared,51
irresistible,11
expostulation,15
wiping,11
compass,9
steadiness,17
sullenness,7
knee,24
kneeling,35
depends,31
security,39
dagger,5
palm,9
laces,14
linen,28
scented,1
hartshorn,10
forborne,8
preparation,41
sound,45
emotion,23
reverenced,4
denunciation,1
expects,22
leaning,14
greatest,105
emotions,17
discompose,6
discomposing,3
uneasiness,43
inquired,31
intervening,1
virtuous,66
pious,48
profligate,33
killed,14
threatened,57
defies,5
secure,55
miserable,86
inference,17
hesitate,16
kill,23
giddy,34
guardian,13
precipitated,15
supposition,22
operate,8
won,110
reluctance,22
perfection,18
imprudent,6
questioned,13
argued,14
somewhere,20
arguing,5
comparatively,6
representative,5
unbidden,1
resists,3
dialogued,1
conjured,2
needlessly,8
exposed,27
debate,40
risen,8
avail,28
intimation,21
elsewhere,17
dreadful,100
disengaged,4
disgusted,14
shocked,34
glory,89
obstinacy,41
denies,8
gainer,4
loser,1
bread,18
waters,4
unworthily,11
comfort,140
misrepresentations,4
prohibitions,9
dinner,44
talking,34
casting,12
stern,2
minutes,43
furnished,23
debating,7
flinging,4
stop,56
hesitating,14
qualifying,7
stairs,102
papers,64
empty,16
handed,7
formality,3
super,3
sub,2
scription,1
dined,14
inform,40
cheerul,1
condescended,14
acknowledge,49
angrily,14
peremptoriness,3
unuseful,2
eased,3
amply,12
repaid,8
skill,29
assistances,3
displease,7
refer,24
disliking,4
quickness,14
inflexible,18
vexation,24
doings,7
dishonour,31
render,28
yes,71
grown,29
marriageable,1
test,30
expressly,3
queen,16
universe,2
absolve,2
kneel,23
millions,3
interrupt,18
maidenly,8
misunderstandings,4
disrespectfully,3
arbitrary,2
arbitrariness,4
punishment,69
wedded,6
monster,14
serve,97
lie,102
confined,39
giddiest,2
boldly,8
distressed,22
infinitely,42
rigour,6
aware,19
unreasonable,21
lies,43
plead,64
discredit,22
past,191
crown,23
judged,16
spite,49
prerogatives,5
needing,7
strings,11
sullenly,2
availed,1
tenderly,6
wiped,11
scruples,15
border,1
cruelty,51
stooping,9
attendance,59
reluctances,1
shynesses,1
chuse,2
supper,26
handle,17
milder,9
preservation,6
overturned,2
reinstate,3
consistency,4
aggrandizing,2
conjoined,1
averse,25
unmarried,17
buzzes,1
regarded,17
corresponded,7
inveighed,4
bitterness,9
contumacious,1
unnecessary,15
controvert,4
walking,7
prepossessions,7
continuance,19
safety,52
violently,19
protect,49
magistracy,3
asserts,1
conditions,35
key,71
drawer,14
escritoire,7
unconditioned,1
unseen,13
