Palavra, N
intractable,1
coloured,15
deprive,29
rose,39
broken,128
doom,11
signing,11
checked,9
disordered,22
severities,4
pockets,10
banes,2
doubtless,8
afterthought,1
lays,12
repetition,17
hears,15
wear,28
explaining,4
imaginary,13
reasonings,16
eclipsed,3
ache,15
vilely,20
suspicious,12
changing,11
niggardly,2
matrimonial,24
fruitful,1
hardship,10
indolent,5
soberest,1
princess,4
viscount,1
appearing,28
inventions,22
price,34
witness,49
litigate,8
whimsical,25
reclaiming,6
recriminate,6
barbarous,52
sufferers,6
liberal,4
educations,2
recent,9
commotion,2
unseasonableness,1
mended,12
thy,1052
unpromising,2
captivated,4
confounded,46
egad,4
shackled,3
singing,9
acknowledges,11
intellectuals,1
incense,8
blows,6
guise,4
footstool,2
sparkling,7
gradatim,3
incoherent,6
woe,26
enclosures,1
affords,16
st,83
shakesp,1
reined,4
foppish,1
leader,6
hostility,2
royal,13
engagement,16
carelessness,12
discarded,2
neighbouring,18
torn,29
embittered,4
aged,11
searcheth,1
balked,3
romantic,17
dresses,13
offences,17
proposes,33
quarterly,9
moon,10
lasts,3
goose,11
admonish,2
dictating,2
formal,8
villain,127
hart,22
sprung,6
pleasing,13
backward,21
peradventure,4
breathe,3
eighteenth,1
perceived,5
signifies,23
dies,14
constitution,32
palliating,2
plotting,28
indebted,16
implement,12
unbolted,4
tho,6
horseman,3
disliked,13
variance,5
stimulating,2
lights,30
unpoliteness,3
animals,4
persecution,15
resort,9
objectionable,1
condemned,13
abide,14
efforts,33
troublesome,8
recesses,2
encies,1
challenged,11
graceful,16
finish,11
overlook,5
bequest,4
provide,79
needle,14
drinker,1
sobriety,5
excess,13
chastely,1
glove,6
mushroomed,1
arrogantly,2
pleasanter,3
fortuned,1
acknowledgment,2
frankness,7
plausibly,3
plausible,13
happens,18
ridiculous,8
coy,4
lieu,21
provision,19
draught,16
disparaging,2
clasp,3
terrifying,4
sweetly,23
chapel,26
altogether,33
scolding,5
vindicated,6
significance,13
silver,14
hoards,2
interposition,15
assembling,1
hollow,5
sounding,3
invented,4
duels,2
contriving,21
saluting,2
concerted,4
copying,37
promoting,22
e,214
performing,34
based,34
linked,9
files,16
ascii,23
payments,27
physical,25
medium,52
manager,5
volunteers,52
negligence,19
distributor,9
incidental,9
violates,9
obsolete,10
non,18
educational,9
internal,10
west,10
city,22
donors,9
current,15
shared,10
newsletter,9
tries,5
misrepresenting,2
famous,6
excusatory,2
innkeeper,5
removing,10
searched,7
yew,6
dream,28
misgives,4
xlvi,21
xlviii,25
giver,4
agrees,5
unmercifully,2
swell,6
louder,10
mistiness,2
fretfulness,2
beads,3
william,18
cravat,2
cushion,3
doers,1
bribes,2
battles,3
penitent,48
overgrown,4
haired,2
saddle,4
parade,20
lament,9
insolents,1
grotesque,2
spectator,6
initials,3
puritan,1
dick,2
bandied,2
stem,2
discountenance,4
modestly,7
wharton,1
saved,44
foresight,5
unanimous,3
amor,3
bridge,4
pedantry,5
allusion,4
parentage,7
eighteen,18
cure,13
smart,21
outrageously,2
hot,9
inviolably,1
accidentally,10
alien,2
tenacious,3
sash,7
muttering,3
repentance,50
leghorn,4
closing,9
thick,9
echoes,2
mental,3
gifts,5
tuneful,1
theme,4
stole,2
patriot,1
shadows,2
painted,9
facsimile,1
subside,9
counsel,13
revival,1
irreparable,10
richly,13
indiscretion,12
forgiving,21
vested,4
demerits,6
despights,1
farthing,3
notably,1
thoughtlessness,2
imaginaries,1
anonymous,4
incomparable,10
belong,6
desarves,1
reddie,2
owne,2
asperity,6
supportable,4
straw,12
alleviate,4
equivalents,1
betters,10
excludes,1
apprehensiveness,2
feverishness,1
wildly,15
sultry,2
intelligencer,11
corrupting,8
hastening,5
dwells,3
healthy,9
stomach,22
suggested,5
dripping,1
exhale,1
promiser,3
miscreants,5
larkin,2
flies,9
faring,1
keffel,1
alighting,7
fatigued,15
traceable,2
fevers,1
sorrowful,12
worthiest,5
feeble,2
habitually,3
suiting,7
encroachment,1
political,2
obediently,1
muscovite,1
progression,1
envenomed,1
lancet,1
invaded,8
rumpled,8
tarnish,1
befriend,5
tardily,2
ached,2
snatch,5
heave,3
dignified,5
confessing,4
blackamoor,1
enow,8
expedients,13
senseless,6
elemental,1
sedateness,4
stroking,6
circumference,1
arduous,8
disconcerted,13
profited,3
reprisals,2
witlings,1
wink,9
persuadableness,1
forbore,6
conceded,1
trick,16
shaking,16
bespattered,1
worthwhile,1
luck,9
oppressed,9
comfortless,1
edgingly,1
peremptory,8
beset,8
superscribed,12
awry,5
feebly,1
risk,10
wonderfully,1
upbraiding,7
fatigue,11
conveyed,6
savage,23
amongst,7
guarantees,6
fled,10
chaise,16
quietly,11
relaxed,3
whichsoever,1
suggestions,5
concealment,2
surer,1
covering,5
expiration,2
derision,3
revolved,3
suspension,5
awaked,5
methought,20
discovering,4
seizing,6
pleadings,2
napkin,1
convention,1
fasten,4
nimbly,1
abandoning,5
apparel,27
finally,11
reaches,1
ruins,3
hurricane,5
alters,2
betide,1
fold,11
hertfordshire,7
sore,5
embarrassed,5
assisting,8
unfitter,1
binding,4
moses,1
tower,3
shortness,4
pacified,10
bidding,6
phials,1
cedar,1
motionless,3
twould,5
sorlings,27
similitude,4
recriminations,7
extols,2
liv,15
lvi,15
lviii,14
manacled,2
curses,31
incidents,8
unsigned,1
lessened,4
authorities,3
perish,19
stung,6
rushed,6
aggravation,13
fronting,3
mindful,2
parleying,1
gait,4
valiant,4
gravel,2
scent,2
honnered,2
stepps,2
grate,5
upp,1
mischiff,1
principels,1
pressepts,1
forgetting,5
fesseshious,1
landlady,11
combination,2
fogs,1
oppressions,1
credulity,18
manageable,1
paradise,3
osgood,8
soho,10
urgent,9
eloquence,13
illustrious,5
brightness,2
trod,3
surpasses,2
wantoning,3
beautiful,15
primrose,1
uncovered,1
popt,7
ailed,7
decrees,2
disappointing,2
awake,11
imperial,12
dishabille,4
primed,5
fusty,2
waking,10
twere,2
agency,2
observable,4
unsullied,4
friendless,13
severest,6
gracious,15
offender,10
alt,1
tub,3
hymeneal,2
scenery,3
awaken,4
clever,13
deservest,5
infidel,12
innocently,4
infectious,2
stalking,9
centre,3
hypocritical,3
keepers,1
race,8
appropriated,7
reconcilable,1
paraded,2
nonsensical,3
luckier,1
wonderment,1
assiduously,2
reversing,1
daws,1
mantle,7
equals,4
askest,16
suppress,11
sprang,2
miscall,1
cheerest,1
interlardment,1
rivetted,2
attain,1
candid,4
detecting,5
rogues,11
rapture,12
overpower,1
circulation,3
accusations,10
warned,13
undiscovered,2
unpunished,2
concedence,1
dint,2
delicious,1
vermilion,1
wisest,11
mildly,2
involve,2
breathed,2
usefulness,5
pursuits,7
expanded,2
expatiatingly,1
benefiting,1
army,6
roguery,8
outwitted,9
comprehend,4
livers,8
ungentlemanly,3
voluble,1
prostration,8
admitting,6
alluded,1
overturn,2
termed,2
deliberate,9
swan,2
blackest,7
invasion,1
de,11
convertible,1
devour,5
gust,1
idling,1
nottingham,1
spoil,3
humbler,1
turbulence,1
heroines,1
ball,11
verify,2
orson,1
couched,4
farcical,1
keenest,1
digested,1
highland,1
scot,2
prosecution,15
discretions,1
hartley,4
filling,3
frugal,4
cramp,3
unshaken,2
dams,2
denier,1
affectations,1
curvings,1
heartless,2
expansion,1
upright,7
volubly,1
prohibitory,4
discountenanced,2
irreconcilableness,3
lustre,6
evidense,2
cuzzen,7
notingam,1
founde,1
heere,2
bringe,1
agen,2
ses,1
honist,1
thinck,1
trewe,1
seelie,1
beans,1
prems,3
smites,1
vild,1
fetheful,1
indictment,7
testified,1
exasperating,3
imaginest,11
elf,1
legitimate,5
deprecated,1
relented,2
nailed,1
malediction,20
infatuated,1
shroud,3
serenely,3
revising,1
insert,1
unaptly,1
inclinable,6
transgressions,4
retrograde,5
utterance,4
quinsy,1
triangular,1
ruffling,2
indulging,4
reposing,1
dozing,3
beacons,1
courteous,5
wary,1
insinuates,2
steel,7
rock,5
crowning,2
comedy,6
nymphs,25
embarks,1
particularities,2
mary,3
betrothed,5
adjust,4
spouse,49
weaknesses,4
scenes,25
shocks,2
fictitious,3
esquires,2
lieutenant,2
regulator,1
governante,1
pates,1
riggling,1
ra,3
bonnets,1
wander,1
ewe,2
drinks,1
bloated,9
languages,5
insincerity,2
logical,1
slothful,1
consorts,1
contaminated,2
exaltation,3
singularity,1
feign,2
conjecturing,1
faithfullest,3
dishonourable,3
remindest,1
sustenance,3
perched,2
surveys,1
diminishing,1
starve,5
quadruped,1
stew,1
chases,1
shackle,1
tails,3
austria,1
drexelius,2
outweighs,1
incapacity,3
brook,3
unbosom,1
outcast,5
revolve,6
deals,1
disobediently,1
canvass,1
equipped,4
dy,2
vulture,2
uncivilly,1
ult,1
lockyer,2
defensible,2
affability,3
hinderance,1
litigations,1
inviolate,6
disallowing,1
brutes,4
indiscriminate,2
en,2
shoe,7
comest,3
remedied,2
roundly,1
rendered,10
incites,1
satisfactorily,1
undutifully,1
adoration,4
ardors,1
fates,6
unconcern,4
uncorrupted,3
outlives,1
profest,1
poign,1
que,1
martyr,1
antecedentem,1
scelestum,1
gallows,9
declarest,2
hottentot,1
crude,1
dst,2
josephus,2
plaugily,1
hip,2
caput,1
aggravates,1
tools,2
bested,1
acquitting,5
chancellor,3
sola,2
resides,1
comedies,2
stride,3
fervently,7
bridles,1
inquisitiveness,1
dealer,3
lincoln,7
lubbers,1
practisings,1
weed,2
shells,1
grotto,1
playhouses,1
mincing,5
blazes,2
subsist,1
tough,4
rouges,1
summed,1
erect,6
grasp,3
lowering,2
petulancies,1
overspreading,4
misapprehension,4
premeditatedly,10
unforseen,1
beggars,1
hell,5
devourers,1
palate,1
pritchard,19
dating,2
diffident,8
boarded,5
exhausted,4
roll,5
scandals,2
election,1
craggs,1
mare,1
recriminated,2
ex,3
producing,1
nod,9
tiptoe,3
dieppe,1
cherbourg,1
hushed,3
skiff,1
confronting,1
warlike,4
inoffensiveness,1
roundabout,1
victorious,2
towns,2
magnus,1
ravishing,1
hoods,1
kidnap,1
circles,2
venus,1
acre,1
trifles,8
clotted,1
marquise,3
subdirectory,5
directories,5
directory,5
identical,5
unpermanency,1
forged,8
impelling,1
syllables,1
compensated,1
mabell,39
mantled,1
institutions,2
purify,1
brighten,2
bowler,1
smothered,1
veracity,15
satiety,1
refresh,2
reconciliatory,4
reigning,3
expelled,1
evidenceship,1
armies,2
petitioner,2
sided,1
fantastically,1
toyings,1
unsaddened,1
heaved,3
glittering,3
subsided,4
cells,2
feast,3
laughest,1
lawful,5
bleak,1
splendor,1
hoarsely,1
clamorous,5
espousals,2
dishevelled,1
affirmatives,1
sinned,7
sneaked,1
flint,2
troth,5
consist,1
edict,1
billets,1
pityful,2
unmixedly,1
wring,3
unexperienced,3
conditionally,1
bribery,3
childishness,1
mood,5
brawls,1
perfidiously,2
mans,1
uncer,1
antecedent,1
enjoining,2
construc,1
assiduity,7
crea,1
informers,1
ticulars,1
nick,3
payed,1
mothe,4
bett,1
afear,1
suffice,2
rebellions,1
rosy,4
fri,1
gossip,1
stockings,7
banisters,2
handsomer,2
quirks,1
professional,1
hesitatingly,2
robbers,5
guileful,2
prepossess,2
lilburne,2
gracing,1
lanes,1
clench,1
wisp,1
moralizer,1
harum,1
scarum,1
lookout,1
lurks,1
clokes,3
mettled,1
andrew,8
eyelids,2
fetherstone,1
knotty,2
ha,8
cocks,1
rumple,1
freak,1
stickled,1
groat,1
tattered,1
vellum,2
insinuation,1
conscienceness,1
surmises,5
unfortunate,5
emanations,1
appellant,1
concede,2
lxiv,11
lxvi,9
lxviii,13
journeyed,2
ingratiating,1
violation,6
swears,2
y,3
implorest,1
accustoming,1
plaguily,3
compensate,1
dispel,1
pandora,1
dominion,2
margaret,7
dropsical,4
poked,1
woundily,1
ships,2
biases,1
exculpate,3
cork,1
thirsted,2
verifies,1
bull,5
ragamuffins,1
exercises,2
guides,1
intermarry,2
mourn,10
completer,1
penitential,3
westminster,6
fields,5
rites,2
knotted,1
wiseacre,1
mode,1
duchess,2
thirtieth,2
lining,1
repairing,4
paramour,1
spartan,2
barbadoes,1
raptured,1
elizab,1
goad,2
straddled,1
sputter,1
expectedst,1
rupture,2
demise,2
deem,2
doth,6
quoth,2
fresher,1
irreparably,2
passedst,2
chidings,1
caterpillar,1
bethink,4
livelihood,3
fiercely,3
shames,2
starved,1
opinionative,2
fiddles,1
darers,1
descends,1
shudder,3
psalm,2
plunge,2
catches,1
controuls,1
clutter,1
confidante,1
sadly,4
pounded,1
repute,1
anatomists,1
surplice,1
detainest,1
fiftieth,1
indistinct,1
sorceresses,2
bounces,1
extremis,1
poke,2
puffing,3
privity,1
culprit,2
corps,1
onward,2
ceiling,3
bedchamber,1
watchfully,1
clawing,1
threatenest,2
boots,2
expectest,2
facings,1
rains,1
tiptoed,1
applauding,1
marching,1
semiluminary,1
achievement,1
quies,1
traverses,1
bib,2
wearers,1
bonfire,2
honored,1
mee,1
misinformed,3
shure,2
lott,1
sarvent,1
deprecate,1
sharply,1
deluder,4
solidity,2
repartees,1
calumny,3
agreeableness,1
thirsty,3
prosecutes,1
superscribe,2
concurrent,1
rakishly,2
penning,4
appointing,2
lxxiv,2
lxxvi,3
lxxviii,2
lxxxiv,3
arraigned,2
perfumes,1
jacob,2
elements,2
leathern,1
dishonourably,1
varletesses,1
littered,1
fleshe,1
floundering,1
ignominious,1
curst,1
sages,5
ween,1
profusely,1
titles,1
faintness,2
imparting,1
inundation,1
moneyless,1
cements,1
dissipation,1
unbarred,1
drones,2
den,5
bursten,1
bestowed,5
mortar,2
stove,1
baleful,1
dismounting,1
swearer,1
molested,3
zealous,7
expostulating,3
doctress,1
fancified,1
conjugal,1
remotely,2
irrecoverable,1
robust,1
marriest,3
alma,1
undetected,1
misdeed,1
deride,1
navarre,1
allude,1
joyous,2
bodyguard,1
conspicuous,2
ideal,1
ar,3
voyage,5
jonathan,3
disburdened,1
communion,2
cots,1
beachcroft,1
testament,5
tailor,1
jejune,1
enumeration,1
twits,1
irreconcileable,1
carthage,2
rebound,1
enthusiasts,1
madder,1
canonicals,1
errest,1
indecently,1
unprofitable,1
rot,5
imprison,1
cuckoldom,1
jargon,2
random,1
harshnesses,1
screened,1
enterprizes,1
suspenses,1
redeemer,4
hornets,1
regaling,1
fortify,3
chooseth,1
strangling,1
allegorical,6
walton,10
taketh,1
default,1
immortality,2
maternally,1
oth,1
han,1
wright,1
stabs,1
cuckold,1
bringeth,2
hockley,1
fleers,1
stool,2
pruning,2
tapes,1
snuffs,1
thirsteth,1
azure,1
roughest,1
surfeited,1
wistfully,1
bumper,1
oedipus,2
dreamers,1
changeful,1
benefittest,1
unfitness,1
eminently,2
mossy,1
sottishly,1
foils,1
blomer,1
slops,2
bankrupt,2
trailed,1
stedfastly,2
incompatible,2
mowbr,4
choleric,2
amazes,1
firebrand,2
quotations,2
daniel,1
beareth,2
audax,1
perpeti,1
script,1
errare,2
excise,1
barker,3
etched,1
metal,1
urn,2
stoical,1
lectures,2
throes,1
burglar,1
reflectors,1
cain,1
mounting,1
splits,1
eclipse,1
hezekiah,1
numbnesses,2
sauntered,1
unravelling,1
cloudiness,1
knightsbridge,4
blackened,1
emissum,1
irrevocabile,1
paste,1
professeth,1
peacocks,1
condemneth,1
liken,1
cribro,1
sine,3
mala,1
facta,1
censurer,4
inexorability,1
nemo,2
quisque,1
lucan,2
debentibus,1
invita,1
subit,1
multo,1
potest,1
austere,1
duris,1
securi,1
metre,1
shiningly,1
magnanimo,1
eulogies,1
quod,1
mora,1
benedictions,1
proportions,1
transparently,1
incapacitating,1
exhorts,1
eulogium,2
ox,1
chops,1
grease,1
luxemburgh,1
decides,1
respectively,3
bliss,4
unsearchable,1
punishing,2
salter,1
interred,5
recites,1
quill,1
sepulture,1
statu,1
quo,2
opposers,2
crippled,1
carter,5
streaky,1
shoed,1
trollopy,1
plastering,1
unworn,1
tibia,1
operators,2
enrages,1
jackey,1
stenches,1
revolution,2
mourners,4
patroness,1
tolling,1
emblems,5
stupefaction,1
sse,2
sufficit,2
paucos,2
eulogy,2
auditory,2
spacious,1
masterly,2
unsold,1
katharine,1
testators,1
appropriate,2
discretional,2
exonerate,1
goldsmith,1
sale,1
secondarily,1
prophetess,1
bestraught,1
phlebotomy,1
periodically,1
vienna,7
bearded,1
limbed,1
claps,1
unclosed,1
leather,1
dragoons,1
watches,2
riots,1
incomparably,1
unconscionable,1
quorum,1
forge,1
giant,3
putt,1
hardens,1
prognostics,1
globe,2
aileth,1
impeachable,1
evenness,1
scramble,1
acquires,1
ampler,1
incredible,2
holidays,1
appropriations,1
calais,1
dresden,1
hersell,1
tires,1
menacer,1
lintz,1
cities,1
cabinets,1
inactive,1
bandages,1
fleshy,1
austrian,1
toms,1
endearing,1
tommys,1
chronicle,1
genteely,1
forbes,3
lumps,1
settings,1
mite,1
balaams,1
revelation,1
disputes,2
dra,2
aliter,1
apollinis,1
ne,1
putes,1
recte,1
videtur,1
angit,1
implet,1
magus,1
modo,2
malignly,1
hippolytus,1
cleansed,1
foreigner,2
world,671
under,465
are,3102
located,42
widger,2
young,615
relation,149
writing,311
family,1002
one,3282
head,424
heart,1304
as,11801
into,1541
think,2088
contrary,127
they,3350
reflections,169
reasonable,47
beings,9
disbelieve,6
means,257
friend,917
wickedness,64
endowed,1
right,394
readers,12
exemplar,2
our,994
believe,558
capable,140
principal,135
humour,108
same,644
instruct,8
conversations,18
dialogue,17
narrative,39
unanimated,3
aimed,21
arts,57
reformed,20
conduct,143
unworthy,99
set,596
consequentially,1
enter,139
objected,12
catastrophe,17
shall,2176
notice,210
names,58
daughter,273
norton,268
near,245
betty,423
patty,19
clergyman,18
skilful,7
apothecary,32
thomas,7
brothel,4
vile,264
debaucheries,1
gives,231
enemy,53
address,159
mullins,6
return,427
few,326
meets,12
first,756
rejects,4
going,321
clandestine,11
nettled,8
tender,119
affects,17
beg,203
hannah,103
case,462
pride,298
conquest,17
want,270
watchful,34
innocent,145
act,161
turns,50
latter,104
feel,28
sees,68
situation,170
undutiful,23
sent,369
resumes,6
subject,495
arguments,77
figure,64
rich,62
requests,20
morning,356
relates,28
attention,88
long,515
none,197
increased,24
spirits,165
us,1068
fierce,20
generous,168
families,47
occasional,9
consequences,93
prepossessed,10
dear,1842
lover,84
affairs,67
knows,338
concerning,38
dare,209
ended,24
dread,29
done,600
clauses,3
doubt,560
kind,327
call,460
judgment,133
looks,98
intend,110
sometimes,159
distinction,42
raised,78
apprehended,57
purpose,240
mention,124
robbed,32
pursuance,25
yorkshire,4
finished,26
wild,64
sense,200
thus,563
again,668
sad,122
deemed,28
inferior,13
engaging,31
still,671
bashfulness,11
believed,105
modest,69
greatness,22
bella,94
puzzled,14
courage,77
speak,264
solicitous,58
join,80
quite,157
root,11
blighting,2
endeavor,1
ordinary,17
consent,172
coquetry,3
grasped,8
impressions,16
immediately,50
haughty,50
childhood,12
repeated,117
prevent,115
occasions,94
objections,49
reservation,1
justify,81
guest,17
departure,23
courts,12
read,383
fail,42
places,50
observer,10
freer,8
specimen,12
saucily,4
inveteracy,6
diligence,13
university,11
indecent,7
guessed,9
reproach,71
withdrawing,16
affront,15
brooked,2
steward,12
money,157
lived,97
inquiring,18
fire,83
oppose,24
late,179
honours,14
leaving,76
induced,40
rude,10
incivilities,1
praying,14
insulted,29
privately,57
informed,56
apprehension,92
prosperous,9
deed,11
colic,2
arise,54
burnings,3
exert,24
disquiet,3
sooner,122
imprisoned,2
possessing,2
disdain,20
kin,16
application,85
single,155
live,243
madam,834
avoided,25
suddenly,23
accuser,14
deny,47
aggravatingly,1
urging,24
effected,21
voluntary,17
speech,80
obeyed,26
chamber,91
plain,149
certain,103
ear,43
coyness,2
succeed,45
originally,14
wounds,11
remote,18
visitings,2
twirl,3
conceited,17
ways,93
lifted,52
clasped,27
waving,10
motion,82
expressive,2
walked,31
opposed,6
obedient,20
positively,4
round,120
absolutely,163
deter,3
arrogant,10
yard,24
bantams,4
farm,10
resorted,7
induce,71
acknowledgement,19
likeness,9
train,26
torrent,1
flames,7
insatiate,1
admits,9
sufficient,42
heaping,1
peruke,5
cut,60
rumour,1
afternoon,98
wherever,31
confers,4
sweet,216
expatiating,5
divulge,2
bachelor,11
economy,12
accent,38
matrimony,55
reasonably,9
lamb,9
attack,4
territories,4
need,235
infer,9
excite,10
calculated,26
effectually,23
restrain,18
master,143
intimacy,16
governs,6
somewhat,23
concluding,10
inadvertence,3
indignation,71
manhood,9
sun,58
delights,18
attained,4
persuades,2
conscious,53
hunts,1
waster,1
employ,23
enemies,47
mixture,15
devil,222
complained,15
shallow,6
reality,11
glowed,4
espouse,5
january,4
memorandums,2
slighted,14
frustrate,10
thread,8
respective,7
necks,4
branch,13
powers,16
sleek,5
fruitlessly,1
yearly,2
descent,9
disapproving,2
contract,19
advantageous,9
raise,38
caressed,3
obsequiously,3
